Pharmacy-Name,Phone,Credential,Location,Address,City,State,Zip,CredentialId,Zip Code,Counties,Planning Regions,Town Index
CVS PHARMACY #556,(860) 464-0288,PCY.0002247,"1657 ROUTE
CT 06335-1533",1657 ROUTE 12,GALES FERRY,CT,06335-1533,1085484,,,,
CVS PHARMACY #5450,(860) 633-4668,PCY.0001806,"766 NEW LONDON TPKE
CT 06033-3076
(41.705187, -72.593851)",766 NEW LONDON TPKE,GLASTONBURY,CT,06033-3076,309571,90,1041,1,54
CVS PHARMACY #5263,(860) 595-1750,PCY.0002253,"150 WASHINGTON ST
CT 06106-4405
(41.758225, -72.682282)",150 WASHINGTON ST,HARTFORD,CT,06106-4405,1122178,182,1041,1,64
CVS PHARMACY #459,(860) 659-1329,PCY.0001165,"2639 MAIN ST
CT 06033-2023
(41.715548, -72.611078)",2639 MAIN ST,GLASTONBURY,CT,06033-2023,38212,90,1041,1,54
CVS PHARMACY #4473,(860) 739-0276,PCY.0002145,"15 CHESTERFIELD RD
CT 06333-1730
(41.367044, -72.209987)",15 CHESTERFIELD RD,EAST LYME,CT,06333-1730,886046,278,1045,8,45
CVS PHARMACY #4436,(860) 533-1156,PCY.0002142,"241 MIDDLE TPKE W
CT 06040-3834
(41.781296, -72.536396)",241 MIDDLE TPKE W,MANCHESTER,CT,06040-3834,532330,263,1041,1,77
CVS PHARMACY #4149,(860) 267-6853,PCY.0002110,"54 E HIGH ST
CT 06424-1052
(41.584945, -72.497181)",54 E HIGH ST,EAST HAMPTON,CT,06424-1052,498173,273,1043,3,42
CVS PHARMACY #388,(203) 245-3165,PCY.0001188,"613 BOSTON POST RD &amp; ROUTE
CT 06443-3080",613 BOSTON POST RD & ROUTE 79,MADISON,CT,06443-3080,38220,,,,
CVS PHARMACY #3835,(860) 613-0499,PCY.0002130,"72 BERLIN RD
CT 06416-2602
(41.601781, -72.691696)",72 BERLIN RD,CROMWELL,CT,06416-2602,519278,165,1043,3,33
CVS PHARMACY #3795,(203) 762-5020,PCY.0001787,"93 OLD RIDGEFIELD RD
CT 06897-3023
(41.194008, -73.431925)",93 OLD RIDGEFIELD RD,WILTON,CT,06897-3023,284296,212,1040,9,161
CVS PHARMACY #377,(860) 446-0912,PCY.0001142,"915 POQUONNOCK RD
CT 06340-4257
(41.346665, -72.051095)",915 POQUONNOCK RD,GROTON,CT,06340-4257,38023,243,1045,8,59
CVS PHARMACY #364,(860) 344-1857,PCY.0001143,"308 MAIN STREET EXT
CT 06457-4406
(41.549005, -72.64056)",308 MAIN STREET EXT,MIDDLETOWN,CT,06457-4406,38024,236,1043,3,83
CVS PHARMACY #3549,(203) 931-1198,PCY.0002280,"355 CAMPBELL AVE
CT 06516-5329
(41.268081, -72.948398)",355 CAMPBELL AVE,WEST HAVEN,CT,06516-5329,1184423,11,1044,7,156
CVS PHARMACY #350,(860) 233-9673,PCY.0000448,"566 FARMINGTON AVE
CT 06105-3050
(41.766167, -72.711395)",566 FARMINGTON AVE,HARTFORD,CT,06105-3050,37323,10,1041,1,64
CVS PHARMACY #349,(860) 947-5078,PCY.0000006,"484 WINDSOR AVE
CT 06095-4401
(41.820112, -72.656585)",484 WINDSOR AVE,WINDSOR,CT,06095-4401,36880,19,1041,1,164
CVS PHARMACY #348,(860) 529-2535,PCY.0000903,"1078 SILAS DEANE HWY
CT 06109-4231
(41.692707, -72.656335)",1078 SILAS DEANE HWY,WETHERSFIELD,CT,06109-4231,37768,261,1041,1,159
CVS PHARMACY #343,(203) 541-3972,PCY.0002181,"66 HIGH RIDGE RD
CT 06905-3807
(41.074539, -73.549001)",66 HIGH RIDGE RD,STAMFORD,CT,06905-3807,928855,84,1040,9,135
CVS PHARMACY #3373,(203) 331-4731,PCY.0001832,"961 BLACK ROCK TPKE
CT 06825-4702
(41.171745, -73.235678)",961 BLACK ROCK TPKE,FAIRFIELD,CT,06825-4702,334996,174,1040,2,51
CVS PHARMACY #333,(860) 521-5844,PCY.0001127,"976 1 2-978 FARMINGTON AVE
CT 06107-2102
(41.7614, -72.743842)",976 1/2-978 FARMINGTON AVE,WEST HARTFORD,CT,06107-2102,38016,158,1041,1,155
CVS PHARMACY #294,(860) 229-3757,PCY.0001128,"177 COLUMBUS BLVD
CT 06051-2226
(41.666692, -72.776088)",177 COLUMBUS BLVD,NEW BRITAIN,CT,06051-2226,318435,17,1041,1,89
CVS PHARMACY #2896,(860) 344-1320,PCY.0002128,"675 WASHINGTON ST
CT 06457-2901
(41.55474, -72.674331)",675 WASHINGTON ST,MIDDLETOWN,CT,06457-2901,517666,236,1043,3,83
CVS PHARMACY #288,(860) 582-8167,PCY.0000331,"839 FARMINGTON AVE
CT 06010-3922
(41.693108, -72.915596)",839 FARMINGTON AVE,BRISTOL,CT,06010-3922,244512,219,1041,4,17
CVS PHARMACY #2839,(860) 848-3202,PCY.0002126,"2005 NORWICH NEW LONDON TPKE
CT 06382-1369
(41.479553, -72.099397)",2005 NORWICH NEW LONDON TPKE,UNCASVILLE,CT,06382-1369,516389,15,1045,8,86
CVS PHARMACY #2682,(860) 738-6250,PCY.0001801,"47 MAIN ST
CT 06098-1703
(41.920556, -73.059371)",47 MAIN ST,WINSTED,CT,06098-1703,306093,49,1042,6,162
CVS PHARMACY #2584,(203) 931-4541,PCY.0001766,"252 ORANGE AVE
CT 06516-2003
(41.294972, -72.958739)",252 ORANGE AVE,WEST HAVEN,CT,06516-2003,248978,11,1044,7,156
CVS PHARMACY #2573,(203) 383-7741,PCY.0001758,"1425 BARNUM AVE
CT 06614-5404
(41.19659, -73.138103)",1425 BARNUM AVE,STRATFORD,CT,06614-5404,243544,178,1040,2,138
CVS PHARMACY #2572,(203) 383-7735,PCY.0001757,"1 HAWLEY LN
CT 06614-1200
(41.231119, -73.153264)",1 HAWLEY LN,STRATFORD,CT,06614-1200,306652,76,1040,2,144
CVS PHARMACY #2545,(203) 730-4870,PCY.0001875,"35 PADANARAM RD
CT 06811-3701
(41.417385, -73.463018)",35 PADANARAM RD,DANBURY,CT,06811-3701,369198,60,1040,9,34
CVS PHARMACY #2525,(860) 563-9393,PCY.0001690,"323 CROMWELL AVE
CT 06067-1801
(41.661597, -72.678765)",323 CROMWELL AVE,ROCKY HILL,CT,06067-1801,239318,189,1041,1,119
CVS PHARMACY #2502,(203) 250-2251,PCY.0001800,"581 HIGHLAND AVE
CT 06410-2205
(41.513492, -72.898691)",581 HIGHLAND AVE,CHESHIRE,CT,06410-2205,300466,63,1044,4,25
CVS PHARMACY #2475,(203) 422-2129,PCY.0000980,"122 E PUTNAM AVE
CT 06807-2720
(41.037369, -73.600707)",122 E PUTNAM AVE,COS COB,CT,06807-2720,513023,75,1040,9,57
CVS PHARMACY #2388,(203) 591-3080,PCY.0001708,"2000 N MAIN ST
CT 06704-2364
(41.577696, -73.027504)",2000 N MAIN ST,WATERBURY,CT,06704-2364,213658,276,1044,4,151
CVS PHARMACY #231,(860) 871-1661,PCY.0001085,"142 TALCOTTVILLE RD
CT 06066-4705
(41.831219, -72.494492)",142 TALCOTTVILLE RD,VERNON,CT,06066-4705,38002,248,38,1,146
CVS PHARMACY #2259,(203) 401-4661,PCY.0001799,"215 WHALLEY AVE
CT 06511-3205
(41.315688, -72.939715)",215 WHALLEY AVE,NEW HAVEN,CT,06511-3205,293760,275,1044,7,93
CVS PHARMACY #2258,(203) 323-1293,PCY.0002313,"537 CANAL ST
CT 06902-5901
(41.047213, -73.534077)",537 CANAL ST,STAMFORD,CT,06902-5901,1280407,7,1040,9,135
CVS PHARMACY #2253,(860) 693-8077,PCY.0002248,"111 ALBANY TPKE
CT 06019-2507
(41.824274, -72.885443)",111 ALBANY TPKE,CANTON,CT,06019-2507,1116909,80,1041,1,23
CVS PHARMACY #2220,(860) 742-3543,PCY.0001837,"3514 MAIN ST
CT 06238-1551
(41.796848, -72.369144)",3514 MAIN ST,COVENTRY,CT,06238-1551,342537,145,38,1,32
CVS PHARMACY #2219,(860) 258-4963,PCY.0001734,"2427 MAIN ST
CT 06067-2503
(41.662461, -72.639088)",2427 MAIN ST,ROCKY HILL,CT,06067-2503,223547,189,1041,1,119
CVS PHARMACY #2210,(203) 698-4005,PCY.0001627,"1239 E PUTNAM AVE
CT 06878-1522
(41.041815, -73.577693)",1239 E PUTNAM AVE,RIVERSIDE,CT,06878-1522,181999,83,1040,9,57
CVS PHARMACY #2153,(860) 561-6164,PCY.0001638,"150 S MAIN ST
CT 06107-3432
(41.752023, -72.744044)",150 S MAIN ST,WEST HARTFORD,CT,06107-3432,182752,158,1041,1,155
CVS PHARMACY #2151,(203) 255-0060,PCY.0002212,"330 GRASMERE AVE
CT 06824-6102
(41.156702, -73.241511)",330 GRASMERE AVE,FAIRFIELD,CT,06824-6102,994573,111,1040,2,51
CVS PHARMACY #2143,(203) 371-1280,PCY.0001587,"3710 MAIN ST
CT 06606-3613
(41.211896, -73.210154)",3710 MAIN ST,BRIDGEPORT,CT,06606-3613,174280,74,1040,2,15
CVS PHARMACY #2140,(203) 465-7055,PCY.0001649,"526 MERIDEN RD
CT 06705-2217
(41.552506, -73.001172)",526 MERIDEN RD,WATERBURY,CT,06705-2217,186608,241,1044,4,151
CVS PHARMACY #2119,(860) 828-6584,PCY.0001683,"1055 FARMINGTON AVE
CT 06037-2244
(41.630901, -72.760138)",1055 FARMINGTON AVE,KENSINGTON,CT,06037-2244,149954,253,1041,1,7
CVS PHARMACY #2109,(860) 870-6765,PCY.0001659,"22 WINDSOR AVE
CT 06066-2439
(41.867679, -72.467074)",22 WINDSOR AVE,VERNON ROCKVILLE,CT,06066-2439,191685,248,38,1,146
CVS PHARMACY #2099,(860) 769-6870,PCY.0001792,"479 BLUE HILLS AVE
CT 06112-1514
(41.798813, -72.695496)",479 BLUE HILLS AVE,HARTFORD,CT,06112-1514,289298,175,1041,1,64
CVS PHARMACY #2097,(203) 795-4704,PCY.0001774,"279 BOSTON POST RD
CT 06477-3558
(41.267026, -73.00118)",279 BOSTON POST RD,ORANGE,CT,06477-3558,265381,196,1044,7,107
CVS PHARMACY #2056,(860) 536-5635,PCY.0001736,"25 BROADWAY AVE
CT 06355-2834
(41.352619, -71.963886)",25 BROADWAY AVE,MYSTIC,CT,06355-2834,225616,135,1045,8,137
CVS PHARMACY #2022,(860) 668-5115,PCY.0000899,"163 MOUNTAIN RD
CT 06078-2005
(41.779798, -72.490156)",163 MOUNTAIN RD,SUFFIELD,CT,06078-2005,37767,263,1041,1,77
CVS PHARMACY #2018,(203) 237-8984,PCY.0001670,"540 W MAIN ST
CT 06451-2710
(41.540629, -72.821707)",540 W MAIN ST,MERIDEN,CT,06451-2710,196911,226,1044,7,80
CVS PHARMACY #1968,(203) 468-6594,PCY.0001545,"369 MAIN ST
CT 06512-2835
(41.280163, -72.875789)",369 MAIN ST,EAST HAVEN,CT,06512-2835,861,130,1044,7,44
CVS PHARMACY #1966,(203) 458-1444,PCY.0001510,"1057 BOSTON POST RD
CT 06437-2644
(41.287823, -72.684779)",1057 BOSTON POST RD,GUILFORD,CT,06437-2644,39119,201,1044,7,60
CVS PHARMACY #1960,(203) 755-5490,PCY.0001506,"1279 W MAIN ST
CT 06708-3101
(41.552145, -73.06434)",1279 W MAIN ST,WATERBURY,CT,06708-3101,263895,55,1044,4,151
CVS PHARMACY #1948,(860) 296-1155,PCY.0001516,"690 WETHERSFIELD AVE
CT 06114-1930
(41.737257, -72.671071)",690 WETHERSFIELD AVE,HARTFORD,CT,06114-1930,39123,8,1041,1,64
CVS PHARMACY #1941,(203) 261-1185,PCY.0001532,"511 MONROE TPKE
CT 06468-2386
(41.317523, -73.215476)",511 MONROE TPKE,MONROE,CT,06468-2386,137281,3,1040,2,85
CVS PHARMACY #1912,(203) 366-8070,PCY.0001478,"1968 BLACK ROCK TPKE
CT 06825-3543
(41.18085, -73.24946)",1968 BLACK ROCK TPKE,FAIRFIELD,CT,06825-3543,310359,174,1040,2,51
CVS PHARMACY #1910,(860) 646-4510,PCY.0000993,"260 N MAIN ST
CT 06042-2004
(41.794955, -72.52636)",260 N MAIN ST,MANCHESTER,CT,06042-2004,37797,161,1041,1,77
CVS PHARMACY #1903,(860) 243-1704,PCY.0001499,"796 PARK AVE
CT 06002
(41.829082, -72.733417)",796 PARK AVE,BLOOMFIELD,CT,6002,39111,224,1041,1,11
CVS PHARMACY #1898,(203) 698-1457,PCY.0001492,"225 SOUND BEACH AVE
CT 06870-1607
(41.031164, -73.567601)",225 SOUND BEACH AVE,OLD GREENWICH,CT,06870-1607,39108,250,1040,9,57
CVS PHARMACY #1897,(203) 426-2595,PCY.0001625,"6 QUEEN ST
CT 06470-2146
(41.412899, -73.30295)",6 QUEEN ST,NEWTOWN,CT,06470-2146,182374,153,1040,9,97
CVS PHARMACY #185,(203) 888-9068,PCY.0001103,"215 WEST ST
CT 06483-2640
(41.397394, -73.086459)",215 WEST ST,SEYMOUR,CT,06483-2640,234685,239,1044,4,124
CVS PHARMACY #1775,(203) 325-5172,PCY.0002034,"1058 HOPE ST
CT 06907-2110
(41.094773, -73.51863)",1058 HOPE ST,STAMFORD,CT,06907-2110,427489,177,1040,9,135
CVS/PHARMACY #17491,(860) 406-6755,PCY.0002122,"600 EXECUTIVE BLVD
CT 06489-6008",600 EXECUTIVE BLVD,SOUTHINGTON,CT,06489-6008,513583,,,,
CVS PHARMACY #17490,(860) 823-2961,PCY.0002143,"195 RIVER RD
CT 06351-3253
(41.584165, -71.995148)",195 RIVER RD,LISBON,CT,06351-3253,533235,279,1045,8,73
CVS PHARMACY #17489,(860) 412-1284,PCY.0002121,"2177 KILLINGLY
CMNS, CT 06241-2188",2177 KILLINGLY CMNS,DAYVILLE,CT,06241-2188,513342,,,,
CVS/PHARMACY #17425,(203) 873-2013,PCY.0000982,"5065 MAIN ST
STE TARGET, CT 06611-4204
(41.2295, -73.219663)",5065 MAIN ST STE TARGET,TRUMBULL,CT,06611-4204,513947,76,1040,2,144
CVS/PHARMACY #17373,(860) 618-4008,PCY.0002099,"1922 E MAIN ST
CT 06790-3101
(41.821044, -73.075874)",1922 E MAIN ST,TORRINGTON,CT,06790-3101,480423,122,1042,6,143
CVS/PHARMACY #17324,(203) 278-5056,PCY.0002092,"20 W MAIN ST
CT 06401-1812
(41.3434, -73.079591)",20 W MAIN ST,ANSONIA,CT,06401-1812,472011,102,1044,4,2
CVS/PHARMACY #17291,(860) 907-3069,PCY.0002070,"1075 KENNEDY RD
CT 06095-1308
(41.892735, -72.649854)",1075 KENNEDY RD,WINDSOR,CT,06095-1308,445206,19,1041,1,164
CVS/PHARMACY #17238,(203) 437-3674,PCY.0002069,"300 CHASE AVE
CT 06704-2246
(41.581419, -73.034503)",300 CHASE AVE,WATERBURY,CT,06704-2246,445112,276,1044,4,151
CVS PHARMACY #172,(203) 488-9485,PCY.0001414,"2 6 SHORT BEACH RD
CT 06405-6233
(41.274835, -72.830135)",2-6 SHORT BEACH RD,BRANFORD,CT,06405-6233,38880,170,1044,7,14
CVS/PHARMACY #17137,(203) 306-5064,PCY.0002035,"1191 BOSTON POST RD
CT 06460-2763
(41.235868, -73.039575)",1191 BOSTON POST RD,MILFORD,CT,06460-2763,428243,193,1044,7,84
CVS/PHARMACY #17072,(203) 455-0103,PCY.0001956,"120 HAWLEY LN
CT 06611-5347
(41.232987, -73.149952)",120 HAWLEY LN,TRUMBULL,CT,06611-5347,394034,76,1040,2,144
CVS/PHARMACY #17071,(203) 859-3695,PCY.0001954,"25 BOSTON POST RD
CT 06477-3203
(41.279319, -72.986055)",25 BOSTON POST RD,ORANGE,CT,06477-3203,394019,196,1044,7,107
CVS/PHARMACY #17034,(203) 859-3491,PCY.0001896,"200 UNIVERSAL DR N
CT 06473-3156
(41.354797, -72.87176)",200 UNIVERSAL DR N,NORTH HAVEN,CT,06473-3156,381719,168,1044,7,101
CVS/PHARMACY #16925,(860) 616-0023,PCY.0001842,"3265 BERLIN TPKE
CT 06111-5101
(41.659738, -72.723399)",3265 BERLIN TPKE,NEWINGTON,CT,06111-5101,348647,86,1041,1,94
CVS/PHARMACY #16872,(203) 448-1030,PCY.0001897,"21 BROAD ST
CT 06901-2309
(41.055491, -73.541493)",21 BROAD ST,STAMFORD,CT,06901-2309,381727,7,1040,9,135
CVS/PHARMACY #16858,(203) 634-6060,PCY.0001859,"7 STONY HILL RD
CT 06801-1030
(41.416133, -73.402954)",7 STONY HILL RD,BETHEL,CT,06801-1030,361450,77,1040,9,9
CVS/PHARMACY #16712,(203) 634-6060,PCY.0001795,"474 CHAMBERLAIN HWY
CT 06451-1818
(41.552129, -72.813338)",474 CHAMBERLAIN HWY,MERIDEN,CT,06451-1818,286709,226,1044,7,80
CVS/PHARMACY #16633,(860) 348-9163,PCY.0001755,"475 HARTFORD RD
CT 06053-1524
(41.710689, -72.765624)",475 HARTFORD RD,NEW BRITAIN,CT,06053-1524,242630,110,1041,1,89
CVS PHARMACY #16614,(860) 443-3171,PCY.0001760,"900 HARTFORD TPKE
CT 06385-4246
(41.380206, -72.151509)",900 HARTFORD TPKE,WATERFORD,CT,06385-4246,241812,140,1045,8,152
CVS/PHARMACY #16603,(860) 741-8054,PCY.0001790,"90 ELM ST
CT 06082-3770
(41.997903, -72.583405)",90 ELM ST,ENFIELD,CT,06082-3770,288615,108,1041,1,49
CVS/PHARMACY #16597,(860) 327-0083,PCY.0001754,"125 BUCKLAND HILLS DR
CT 06042-8701
(41.808811, -72.550808)",125 BUCKLAND HILLS DR,MANCHESTER,CT,06042-8701,242023,161,1041,1,77
CVS PHARMACY #145,(860) 677-5047,PCY.0001544,"330 MAIN ST
CT 06032-2961
(41.704333, -72.843216)",330 MAIN ST,FARMINGTON,CT,06032-2961,50900,254,1041,1,52
CVS PHARMACY #135,(860) 567-0856,PCY.0001568,"266 WEST ST
CT 06759-3404
(41.745791, -73.201531)",266 WEST ST,LITCHFIELD,CT,06759-3404,134544,264,1042,6,74
CVS PHARMACY #133,(203) 255-1089,PCY.0001561,"698 POST RD
CT 06824-6247
(41.14795, -73.247154)",698 POST RD,FAIRFIELD,CT,06824-6247,134058,111,1040,2,51
CVS PHARMACY #1284,(860) 664-9337,PCY.0001554,"17 W MAIN ST
CT 06413-2034
(41.278697, -72.528412)",17 W MAIN ST,CLINTON,CT,06413-2034,74163,271,1043,3,27
CVS PHARMACY #1280,(203) 862-9320,PCY.0001432,"99 GREENWICH AVE
CT 06830-5511
(41.029308, -73.626423)",99 GREENWICH AVE,GREENWICH,CT,06830-5511,38890,6,1040,9,57
CVS PHARMACY #1276,(860) 584-8998,PCY.0001473,"81 NORTH ST
CT 06010-4152
(41.68128, -72.946285)",81 NORTH ST,BRISTOL,CT,06010-4152,39100,219,1041,4,17
CVS PHARMACY #1268,(860) 443-1244,PCY.0001489,"106 BOSTON POST RD
CT 06385-2426
(41.341993, -72.123903)",106 BOSTON POST RD,WATERFORD,CT,06385-2426,39107,140,1045,8,152
CVS PHARMACY #1244,(203) 758-3316,PCY.0000688,"26 WATERBURY RD
CT 06712-1215
(41.507264, -72.980826)",26 WATERBURY RD,PROSPECT,CT,06712-1215,37546,62,1044,4,115
CVS PHARMACY #1242,(860) 651-1440,PCY.0001422,"714 HOPMEADOW ST
CT 06070-2234
(41.872036, -72.802877)",714 HOPMEADOW ST,SIMSBURY,CT,06070-2234,246860,18,1041,1,128
CVS PHARMACY #1241,(203) 877-8127,PCY.0001424,"734 BRIDGEPORT AVE
CT 06460-3169
(41.210545, -73.081773)",734 BRIDGEPORT AVE,MILFORD,CT,06460-3169,233450,193,1044,7,84
CVS PHARMACY #124,(203) 723-1172,PCY.0001556,"98 BRIDGE ST
CT 06770-2822
(41.501055, -73.052556)",98 BRIDGE ST,NAUGATUCK,CT,06770-2822,73598,169,1044,4,88
CVS PHARMACY #123,(860) 388-1145,PCY.0001515,"519 BOSTON POST RD
CT 06475-1526
(41.299259, -72.375675)",519 BOSTON POST RD,OLD SAYBROOK,CT,06475-1526,39122,56,1043,3,106
CVS PHARMACY #1219,(203) 921-1313,PCY.0001529,"229 HOPE ST
CT 06906-1601
(41.068688, -73.526831)",229 HOPE ST,STAMFORD,CT,06906-1601,245056,44,1040,9,135
CVS PHARMACY #1213,(203) 966-6758,PCY.0001420,"94 PARK ST
CT 06840-5401
(41.146134, -73.49535)",94 PARK ST,NEW CANAAN,CT,06840-5401,258094,180,1040,9,90
CVS PHARMACY #1202,(860) 653-4221,PCY.0001484,"20 BANK ST
CT 06035-2302
(41.952045, -72.785463)",20 BANK ST,GRANBY,CT,06035-2302,342548,221,1041,1,56
CVS PHARMACY #1183,(860) 244-9424,PCY.0001450,"777 MAIN ST
CT 06103-2308
(41.765961, -72.673301)",777 MAIN ST,HARTFORD,CT,06103-2308,38900,82,1041,1,64
CVS PHARMACY #1180,(860) 678-8605,PCY.0001378,"358 W MAIN ST
CT 06001-3643
(41.815143, -72.860885)",358 W MAIN ST,AVON,CT,06001-3643,38678,46,1041,1,4
CVS PHARMACY #1166,(860) 298-5925,PCY.0001685,"219 BROAD ST
CT 06095-2904
(41.851697, -72.643576)",219 BROAD ST,WINDSOR,CT,06095-2904,129824,19,1041,1,164
CVS PHARMACY #1156,(860) 521-9877,PCY.0001461,"1240 FARMINGTON AVE
CT 06107-2618
(41.754654, -72.766351)",1240 FARMINGTON AVE,WEST HARTFORD,CT,06107-2618,225204,158,1041,1,155
CVS PHARMACY #1155,(860) 829-0800,PCY.0001367,"308 BERLIN TPKE
CT 06037-1506
(41.641344, -72.733507)",308 BERLIN TPKE,BERLIN,CT,06037-1506,38668,253,1041,1,7
CVS PHARMACY #1154,(203) 750-6901,PCY.0001585,"6 WILLARD RD
CT 06851-4414
(41.127394, -73.387624)",6 WILLARD RD,NORWALK,CT,06851-4414,172480,87,1040,9,103
CVS PHARMACY #1153,(203) 330-8278,PCY.0001435,"1875 BOSTON AVE
CT 06610-2623
(41.193272, -73.159776)",1875 BOSTON AVE,BRIDGEPORT,CT,06610-2623,38896,41,1040,2,15
CVS PHARMACY #1152,(860) 691-0380,PCY.0001392,"58 PENNSYLVANIA AVE
CT 06357-3230
(41.325988, -72.193166)",58 PENNSYLVANIA AVE,NIANTIC,CT,06357-3230,38686,31,1045,8,45
CVS PHARMACY #1151,(203) 596-0909,PCY.0001381,"464 REIDVILLE DR
CT 06705-2650
(41.539435, -72.997367)",464 REIDVILLE DR,WATERBURY,CT,06705-2650,225202,241,1044,4,151
CVS PHARMACY #1149,(203) 866-0949,PCY.0001370,"696 WEST AVE
CT 06850-3302
(41.11512, -73.415068)",696 WEST AVE,NORWALK,CT,06850-3302,38671,204,1040,9,103
CVS PHARMACY #1148,(203) 272-3255,PCY.0000654,"905 S MAIN ST
CT 06410-3418
(41.480358, -72.905657)",905 S MAIN ST,CHESHIRE,CT,06410-3418,37538,63,1044,4,25
CVS PHARMACY #1139,(203) 368-0944,PCY.0001576,"2610 E MAIN ST
CT 06610-1422
(41.210914, -73.179049)",2610 E MAIN ST,BRIDGEPORT,CT,06610-1422,165876,41,1040,2,15
CVS PHARMACY #1125,(860) 564-2111,PCY.0001393,"10 LATHROP RD
CT 06374-2030
(41.667186, -71.915196)",10 LATHROP RD,PLAINFIELD,CT,06374-2030,38870,36,39,5,109
CVS PHARMACY #1123,(203) 262-1831,PCY.0001388,"22 DEPOT HILL RD
CT 06488-2258
(41.475812, -73.217742)",22 DEPOT HILL RD,SOUTHBURY,CT,06488-2258,38685,99,1044,4,130
CVS PHARMACY #1109,(203) 794-9500,PCY.0001380,"7 DURANT AVE
CT 06801-1906
(41.373509, -73.414344)",7 DURANT AVE,BETHEL,CT,06801-1906,38679,77,1040,9,9
CVS PHARMACY #11072,(860) 231-9573,PCY.0000256,"344 N MAIN ST
CT 06117-2526
(41.785155, -72.746913)",344 N MAIN ST,WEST HARTFORD,CT,06117-2526,37111,181,1041,1,155
CVS PHARMACY #1102,(860) 243-8351,PCY.0001024,"341 COTTAGE GROVE RD
CT 06002-3148
(41.817624, -72.713663)",341 COTTAGE GROVE RD,BLOOMFIELD,CT,06002-3148,37984,224,1041,1,11
CVS PHARMACY #1101,(860) 568-1700,PCY.0000989,"16 MAIN ST
CT 06118-3208
(41.727907, -72.616753)",16 MAIN ST,EAST HARTFORD,CT,06118-3208,37794,24,1041,1,43
CVS PHARMACY # 11007,(203) 498-9442,PCY.0002352,"123 CHURCH ST
CT 06510-2001
(41.306238, -72.925632)",123 CHURCH ST,NEW HAVEN,CT,06510-2001,1408430,133,1044,7,93
CVS PHARMACY #1098,(860) 741-0751,PCY.0001020,"47 HAZARD AVE
CT 06082-3813
(41.989703, -72.576562)",47 HAZARD AVE,ENFIELD,CT,06082-3813,37803,108,1041,1,49
CVS PHARMACY #1097,(860) 482-8298,PCY.0001156,"661 MAIN ST
CT 06790-3602
(41.813859, -73.121464)",661 MAIN ST,TORRINGTON,CT,06790-3602,38210,122,1042,6,143
CVS PHARMACY #1089,(860) 290-2091,PCY.0001368,"20 BURNSIDE AVE
CT 06108-3403
(41.774302, -72.638702)",20 BURNSIDE AVE,EAST HARTFORD,CT,06108-3403,38669,119,1041,1,43
CVS PHARMACY #1080,(860) 443-5359,PCY.0001359,"817 BANK ST
CT 06320-3503
(41.348725, -72.10706)",817 BANK ST,NEW LONDON,CT,06320-3503,38662,144,1045,8,95
CVS PHARMACY #1070,(860) 623-2407,PCY.0000703,"90 MAIN ST
CT 06096-1913
(41.931169, -72.627541)",90 MAIN ST,WINDSOR LOCKS,CT,06096-1913,37548,21,1041,1,165
CVS PHARMACY #10605,(860) 684-0015,PCY.0002305,"37 W MAIN ST
CT 06076-1459
(41.955037, -72.31007)",37 W MAIN ST,STAFFORD SPRINGS,CT,06076-1459,1255563,34,38,1,134
CVS PHARMACY #1060,(860) 621-1996,PCY.0001351,"326 MAIN ST
CT 06489-2508
(41.594212, -72.879411)",326 MAIN ST,SOUTHINGTON,CT,06489-2508,38659,176,1041,1,131
CVS PHARMACY #1051,(203) 967-4600,PCY.0001343,"593 NEWFIELD AVE
CT 06905-3302
(41.080471, -73.5339)",593 NEWFIELD AVE,STAMFORD,CT,06905-3302,38654,84,1040,9,135
CVS PHARMACY #10462,,PCY.0002297,"720 BRANCHVILLE RD
CT 06877-6129
(41.267828, -73.442861)",720 BRANCHVILLE RD,RIDGEFIELD,CT,06877-6129,1227898,43,1040,9,118
CVS PHARMACY #1044,(203) 732-4495,PCY.0001132,"656 NEW HAVEN AVE
CT 06418-2528
(41.311391, -73.052964)",656 NEW HAVEN AVE,DERBY,CT,06418-2528,246060,196,1044,7,107
CVS PHARMACY #1043,(860) 644-4241,PCY.0001372,"525 BUCKLAND RD
CT 06074-3746
(41.825565, -72.553072)",525 BUCKLAND RD,SOUTH WINDSOR,CT,06074-3746,223842,89,1041,1,132
CVS PHARMACY #1038,(860) 236-9348,PCY.0001329,"1044 BOULEVARD
CT 06119-1801
(41.760184, -72.716333)",1044 BOULEVARD,WEST HARTFORD,CT,06119-1801,247224,251,1041,1,155
CVS PHARMACY #10367,,PCY.0000208,"930 WHITE PLAINS RD
CT 06611-4550
(41.245281, -73.197198)",930 WHITE PLAINS RD,TRUMBULL,CT,06611-4550,37100,76,1040,2,144
CVS PHARMACY #10317,(860) 429-1536,PCY.0002301,"8 ROYCE CIR
CT 06268-2258
(41.804579, -72.243234)",8 ROYCE CIR,STORRS MANSFIELD,CT,06268-2258,1239707,33,38,1,78
CVS PHARMACY #1028,8606217371,PCY.0001495,"724 QUEEN STREET
CT 06489
(41.635977, -72.873698)",724 QUEEN STREET,SOUTHINGTON,CT,6489,39109,176,1041,1,131
