Player,Club,POS,GP,GS,MINS,SHTS,SV,GA,GAA,PKG/A,W,L,T,ShO,W%,Sv%,Year,Season
Brian Sylvestre,VAN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,reg
Jake Gleeson,POR,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,reg
Richard Sanchez,SKC,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,reg
Ian Joyce,COL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,reg
Stefan Frei,SEA,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,reg
Andrew Dykstra,DC ,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,reg
Marcus Hahnemann,SEA,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,reg
William Hesmer,CLB,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,reg
Jay Nolly,CHI,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,reg
Eric Kronberg,KC ,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,reg
Jimmy Nielsen,KC ,GK,34,34,3060,100,68,30,0.88,1/1,17,10,7,13,50.0,68.0,2013,reg
Luis Robles,MIA,GK,34,34,3060,147,103,41,1.21,7/10,17,9,8,11,50.0,70.1,2013,reg
Tally Hall,HOU,GK,34,34,3060,141,95,41,1.21,2/4,14,11,9,9,41.2,67.4,2013,reg
Zac MacMath,RSL,GK,34,34,3060,147,101,44,1.29,1/1,12,12,10,12,35.3,68.7,2013,reg
Joe Bendik,PHI,GK,33,33,2970,139,90,46,1.39,2/2,6,16,11,4,18.2,64.7,2013,reg
Troy Perkins,MTL,GK,33,33,2970,158,109,48,1.45,4/6,14,12,7,8,42.4,69.0,2013,reg
Jon Busch,SJ ,GK,33,33,2970,142,101,41,1.24,3/3,13,11,9,9,39.4,71.1,2013,reg
Clint Irwin,COL,GK,32,31,2873,132,91,35,1.13,6/8,14,9,9,10,43.8,68.9,2013,reg
Donovan Ricketts,POR,GK,32,32,2880,126,92,31,0.97,4/5,13,5,14,14,40.6,73.0,2013,reg
Dan Kennedy,CHV,GK,31,31,2754,166,104,54,1.74,3/4,6,17,8,3,19.4,62.7,2013,reg
Michael Gspurning,SEA,GK,28,28,2475,114,76,35,1.25,2/2,12,9,6,10,42.9,66.7,2013,reg
Sean Johnson,NYC,GK,28,28,2520,132,93,39,1.39,3/4,12,10,6,6,42.9,70.5,2013,reg
Nick Rimando,RSL,GK,27,27,2430,112,82,28,1.04,1/3,14,7,6,9,51.9,73.2,2013,reg
Raul Fernandez,DAL,GK,26,26,2340,129,88,41,1.58,2/3,7,10,9,7,26.9,68.2,2013,reg
Bill Hamid,DC,GK,25,25,2250,119,80,39,1.56,4/6,2,17,6,4,8.0,67.2,2013,reg
Bobby Shuttleworth,CHI,GK,23,22,2063,96,64,30,1.36,3/3,7,11,5,9,30.4,66.7,2013,reg
Carlo Cudicini,LA ,GK,21,21,1890,68,39,27,1.29,0/1,9,8,4,7,42.9,57.4,2013,reg
Andy Gruenebaum,CLB,GK,21,21,1890,100,71,28,1.33,2/2,5,11,5,4,23.8,71.0,2013,reg
David Ousted,VAN,GK,13,13,1170,54,37,16,1.23,1/1,4,5,4,4,30.8,68.5,2013,reg
Matt Lampson,CLB,GK,13,13,1170,63,43,18,1.38,3/3,7,6,0,5,53.8,68.3,2013,reg
Matt Reis,NE ,GK,12,12,995,37,29,8,0.67,0/0,7,0,4,5,58.3,78.4,2013,reg
Brad Knighton,NE,GK,11,11,990,50,35,15,1.36,2/2,6,3,2,2,54.5,70.0,2013,reg
Joe Cannon,VAN,GK,10,10,900,42,31,14,1.4,0/0,3,4,3,1,30.0,73.8,2013,reg
Jaime Penedo,LA ,GK,9,9,810,31,24,7,0.78,0/0,4,1,4,4,44.4,77.4,2013,reg
Joe Willis,NSH,GK,9,9,810,47,28,20,2.22,1/1,1,7,1,1,11.1,59.6,2013,reg
Chris Seitz,DC,GK,8,8,720,36,24,11,1.38,0/0,4,2,2,2,50.0,66.7,2013,reg
Paolo Tornaghi,CHI,GK,6,6,540,24,12,13,2.17,0/0,2,3,1,0,33.3,50.0,2013,reg
Jeff Attinella,POR,GK,5,4,399,24,14,9,2.25,3/3,1,2,1,1,20.0,58.3,2013,reg
Brian Rowe ,ORL,GK,4,4,360,19,14,4,1.0,0/0,2,2,0,2,50.0,73.7,2013,reg
Marcus Hahnemann,SEA,GK,4,4,360,10,6,4,1.0,0/0,2,2,0,1,50.0,60.0,2013,reg
Andrew Weber,SEA,GK,3,2,225,8,5,3,1.5,0/0,1,1,1,0,33.3,62.5,2013,reg
Josh Saunders,RSL,GK,3,3,231,18,13,4,1.33,0/0,1,1,1,0,33.3,72.2,2013,reg
Matt Pickens,COL,GK,2,2,97,4,2,2,1.0,0/0,0,1,0,0,0.0,50.0,2013,reg
Patrick McLain,CHV,GK,2,1,124,10,4,6,6.0,1/1,0,1,0,0,0.0,40.0,2013,reg
Tim Melia,SKC,GK,2,2,180,15,8,7,3.5,1/1,0,2,0,0,0.0,53.3,2013,reg
Milos Kocic,POR,GK,2,2,180,10,7,2,1.0,0/0,1,0,1,1,50.0,70.0,2013,reg
Stefan Frei,SEA,GK,1,1,90,3,2,1,1.0,1/1,0,1,0,0,0.0,66.7,2013,reg
Steward Ceus,COL,GK,1,1,90,6,5,1,1.0,0/0,0,1,0,0,0.0,83.3,2013,reg
David Bingham,LA,GK,1,1,90,8,7,1,1.0,0/0,1,0,0,0,100.0,87.5,2013,reg
Evan Bush,MTL,GK,1,1,90,7,6,1,1.0,0/0,0,1,0,0,0.0,85.7,2013,reg
Ryan Meara,RBNY,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,reg
Santiago Castaño,NY ,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,reg
Luis Soffner,NE ,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,reg
Kyle Zobeck,DAL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,reg
Daniel Withrow,CLB,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,reg
Maxime Crepeau,VAN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,reg
Alec Kann,ATL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,reg
Jesse Gonzalez,DAL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,reg
Evan Newton,SJ ,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,reg
Jake Gleeson,POR,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,reg
Richard Sanchez,SKC,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,reg
Jon Kempin,CLB,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,reg
Tyler Deric,HOU,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,reg
Erich Marscheider,HOU,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,reg
Quillan Roberts,TOR,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,reg
Lalo Fernandez,RSL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,reg
Josh Ford,SEA,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,reg
Simon Thomas,CAN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,reg
Andrew Dykstra,DC ,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,reg
Brian Perk,LA ,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,reg
Eric Kronberg,KC ,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,reg
Chris Konopka,PHI,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,reg
Kevin Hartman,NY ,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,reg
Oka Nikolov,PHI,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,reg
Jon Busch,SJ ,GK,34,34,3060,191,137,50,1.47,8/10,6,16,12,6,17.6,71.7,2014,reg
Luis Robles,MIA,GK,34,34,3060,171,111,50,1.47,8/10,13,10,11,6,38.2,64.9,2014,reg
David Ousted,VAN,GK,34,34,3060,140,96,40,1.18,5/5,12,8,14,13,35.3,68.6,2014,reg
Stefan Frei,SEA,GK,34,34,3060,149,99,50,1.47,6/7,20,10,4,9,58.8,66.4,2014,reg
Steve Clark,POR,GK,34,34,3060,153,111,42,1.24,2/4,14,10,10,8,41.2,72.5,2014,reg
Dan Kennedy,CHV,GK,33,33,2957,155,93,57,1.73,3/4,9,18,6,6,27.3,60.0,2014,reg
Sean Johnson,NYC,GK,33,33,2970,149,96,49,1.48,6/8,6,9,18,6,18.2,64.4,2014,reg
Donovan Ricketts,POR,GK,32,32,2861,151,105,44,1.38,7/7,12,7,12,7,37.5,69.5,2014,reg
Bobby Shuttleworth,CHI,GK,32,32,2880,141,94,40,1.25,2/4,16,12,4,8,50.0,66.7,2014,reg
Bill Hamid,DC,GK,30,30,2700,146,110,34,1.13,5/5,14,9,7,10,46.7,75.3,2014,reg
Zac MacMath,RSL,GK,29,29,2610,125,77,45,1.55,4/7,9,10,10,5,31.0,61.6,2014,reg
Jaime Penedo,LA ,GK,29,29,2610,115,81,33,1.14,3/3,15,7,7,8,51.7,70.4,2014,reg
Joe Bendik,PHI,GK,27,27,2430,125,82,45,1.67,4/5,8,11,8,4,29.6,65.6,2014,reg
Clint Irwin,COL,GK,26,25,2336,125,73,49,1.96,6/7,7,15,4,7,26.9,58.4,2014,reg
Tally Hall,HOU,GK,24,24,2150,115,67,44,1.83,7/8,8,12,4,7,33.3,58.3,2014,reg
Nick Rimando,RSL,GK,24,24,2160,97,71,25,1.04,1/5,13,4,7,7,54.2,73.2,2014,reg
Raul Fernandez,DAL,GK,21,20,1818,95,66,25,1.25,3/4,9,8,3,4,42.9,69.5,2014,reg
Troy Perkins,MTL,GK,21,21,1890,102,66,35,1.67,4/5,4,12,5,5,19.0,64.7,2014,reg
Eric Kronberg,KC ,GK,20,20,1800,73,45,22,1.1,5/5,7,8,5,7,35.0,61.6,2014,reg
Chris Seitz,DC,GK,14,14,1242,67,44,20,1.43,0/1,7,4,3,2,50.0,65.7,2014,reg
Evan Bush,MTL,GK,13,13,1170,79,52,23,1.77,2/2,2,6,5,3,15.4,65.8,2014,reg
Tyler Deric,HOU,GK,11,10,910,53,36,14,1.4,2/3,3,5,2,3,27.3,67.9,2014,reg
Andy Gruenebaum,KC ,GK,11,11,945,45,34,12,1.09,1/1,6,3,2,3,54.5,75.6,2014,reg
Jeff Attinella,POR,GK,10,10,900,60,45,14,1.4,3/5,2,4,4,3,20.0,75.0,2014,reg
Júlio César,BRA,GK,7,7,630,27,18,9,1.29,2/2,3,4,0,2,42.9,66.7,2014,reg
John Berner,COL,GK,5,5,450,12,6,6,1.2,0/0,1,1,3,2,20.0,50.0,2014,reg
Joe Nasco,COL,GK,4,4,271,19,13,7,1.75,0/0,0,2,1,0,0.0,68.4,2014,reg
Jon Kempin,CLB,GK,4,3,315,13,5,7,2.33,0/1,1,2,0,0,25.0,38.5,2014,reg
Rais MBolhi,ALG,GK,4,4,360,13,7,4,1.0,0/0,1,1,2,1,25.0,53.8,2014,reg
Andrew Dykstra,DC ,GK,4,4,360,9,6,3,0.75,0/1,3,0,1,2,75.0,66.7,2014,reg
Andrew Weber,POR,GK,3,2,198,16,8,8,4.0,2/3,0,2,1,0,0.0,50.0,2014,reg
Brian Rowe ,ORL,GK,3,3,270,13,10,3,1.0,0/0,1,0,2,1,33.3,76.9,2014,reg
Tim Melia,SKC,GK,2,1,79,4,1,3,3.0,0/0,0,1,0,0,0.0,25.0,2014,reg
Brian Perk,LA ,GK,2,2,180,3,2,1,0.5,0/0,1,0,1,1,50.0,66.7,2014,reg
Brad Knighton,NE,GK,2,2,180,12,6,6,3.0,1/1,1,1,0,0,50.0,50.0,2014,reg
Trevor Spangenberg,CHV,GK,1,0,22,2,1,1,1.0,1/1,0,0,0,0,0.0,50.0,2014,reg
Andre Blake,PHI,GK,1,1,90,8,7,2,2.0,0/0,0,1,0,0,0.0,87.5,2014,reg
Kyle Reynish,CHI,GK,1,1,90,4,2,2,2.0,0/0,0,1,0,0,0.0,50.0,2014,reg
Chris Konopka,TOR,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,reg
Marcus Hahnemann,SEA,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,reg
Matt Pickens,COL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,reg
Paolo Tornaghi,VAN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,reg
David Bingham,LA,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,reg
Jake Gleeson,POR,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,reg
Richard Sanchez,SKC,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,reg
Joe Willis,NSH,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,reg
Josh Ford,SEA,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,reg
Marco Carducci,VAN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,reg
Billy Knutsen,SJ ,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,reg
Larry Jackson,NE ,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,reg
Matt Lampson,CLB,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,reg
Ryan Meara,RBNY,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,reg
Bryan Meredith,VAN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,reg
Quillan Roberts,TOR,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,reg
Lalo Fernandez,RSL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,reg
Brian Holt,PHI,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,reg
Michael Lisch,HOU,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,reg
Santiago Castaño,NY ,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,reg
Brad Stuver,NYC,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,reg
Luis Soffner,NE ,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,reg
Maxime Crepeau,VAN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,reg
Alec Kann,ATL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,reg
Jesse Gonzalez,DAL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,reg
Luis Robles,MIA,GK,34,34,3060,131,86,43,1.26,2/3,18,10,6,9,52.9,65.6,2015,reg
David Ousted,VAN,GK,34,34,3060,137,99,36,1.06,2/6,16,13,5,13,47.1,72.3,2015,reg
David Bingham,LA,GK,34,34,3060,147,105,39,1.15,4/6,13,13,8,12,38.2,71.4,2015,reg
Steve Clark,POR,GK,34,34,3060,168,114,53,1.56,4/4,15,11,8,6,44.1,67.9,2015,reg
Adam Kwarasey,POR,GK,33,33,2970,120,80,36,1.09,4/4,15,10,8,13,45.5,66.7,2015,reg
Josh Saunders,NYC,GK,33,33,2970,188,123,57,1.73,6/7,10,16,7,4,30.3,65.4,2015,reg
Stefan Frei,SEA,GK,31,31,2744,144,111,33,1.06,2/3,14,10,6,10,45.2,77.1,2015,reg
Bobby Shuttleworth,CHI,GK,31,31,2790,125,78,41,1.32,5/6,13,11,7,8,41.9,62.4,2015,reg
Tyler Deric,HOU,GK,31,31,2790,139,89,44,1.42,5/5,10,13,8,7,32.3,64.0,2015,reg
Evan Bush,MTL,GK,31,31,2790,142,99,39,1.26,6/7,15,12,4,9,48.4,69.7,2015,reg
Clint Irwin,COL,GK,31,31,2790,125,88,38,1.23,3/3,8,13,10,8,25.8,70.4,2015,reg
Bill Hamid,DC,GK,25,25,2250,133,101,29,1.16,0/1,11,9,5,8,44.0,75.9,2015,reg
Nick Rimando,RSL,GK,24,24,2160,93,66,24,1.0,5/8,8,9,7,8,33.3,71.0,2015,reg
Tally Hall,ORL,GK,23,23,2064,114,73,41,1.78,4/5,10,8,5,5,43.5,64.0,2015,reg
Tim Melia,SKC,GK,23,23,2070,113,82,28,1.22,2/2,11,8,4,8,47.8,72.6,2015,reg
Sean Johnson,NYC,GK,21,21,1890,90,59,32,1.52,3/3,5,11,5,4,23.8,65.6,2015,reg
Donovan Ricketts,LA ,GK,21,21,1890,92,58,32,1.52,4/4,7,9,5,3,33.3,63.0,2015,reg
Chris Konopka,TOR,GK,21,21,1890,92,62,31,1.48,4/6,11,7,3,4,52.4,67.4,2015,reg
Dan Kennedy,DAL,GK,16,16,1440,48,30,19,1.19,3/4,7,5,4,5,43.8,62.5,2015,reg
Jaime Penedo,LA ,GK,16,16,1440,69,50,19,1.19,1/1,6,4,6,5,37.5,72.5,2015,reg
Joe Bendik,PHI,GK,13,13,1170,72,45,27,2.08,2/2,4,8,1,1,30.8,62.5,2015,reg
Jon Busch,CHI,GK,12,12,1080,57,35,24,2.0,0/0,3,8,1,1,25.0,61.4,2015,reg
Brian Sylvestre,PHI,GK,12,12,1080,50,30,19,1.58,1/2,5,6,1,5,41.7,60.0,2015,reg
John McCarthy,MIA,GK,11,11,990,41,22,18,1.64,2/2,3,5,3,2,27.3,53.7,2015,reg
Jesse Gonzalez,DAL,GK,11,11,990,47,37,10,0.91,2/4,7,3,1,5,63.6,78.7,2015,reg
Jeff Attinella,POR,GK,10,10,900,64,40,24,2.4,2/2,3,6,1,1,30.0,62.5,2015,reg
Andrew Dykstra,DC ,GK,9,9,778,57,40,16,1.78,0/1,3,4,1,0,33.3,70.2,2015,reg
Luis Marin,KC ,GK,8,8,720,30,19,12,1.5,0/0,2,2,4,3,25.0,63.3,2015,reg
Chris Seitz,DC,GK,7,7,630,27,17,10,1.43,0/1,4,2,1,3,57.1,63.0,2015,reg
Brian Rowe ,ORL,GK,7,7,630,22,13,9,1.29,0/0,3,3,1,2,42.9,59.1,2015,reg
Andre Blake,PHI,GK,6,6,540,34,26,9,1.5,1/1,2,3,1,2,33.3,76.5,2015,reg
Rais MBolhi,ALG,GK,5,5,450,20,10,9,1.8,1/1,0,3,2,1,0.0,50.0,2015,reg
Troy Perkins,SEA,GK,4,3,316,15,12,3,1.0,0/0,1,3,0,0,25.0,80.0,2015,reg
Eric Kronberg,MTL,GK,3,3,270,11,6,5,1.67,0/0,0,1,2,0,0.0,54.5,2015,reg
Brad Knighton,NE,GK,3,3,270,16,9,6,2.0,2/2,1,1,1,1,33.3,56.3,2015,reg
Joe Willis,NSH,GK,3,3,270,10,5,5,1.67,0/0,1,1,1,0,33.3,50.0,2015,reg
Jon Kempin,CLB,GK,3,3,270,11,6,5,1.67,0/0,1,1,1,0,33.3,54.5,2015,reg
Zac MacMath,RSL,GK,3,3,270,12,6,5,1.67,0/0,1,2,0,1,33.3,50.0,2015,reg
Josh Ford,ORL,GK,2,1,96,6,5,1,1.0,1/1,0,1,0,0,0.0,83.3,2015,reg
Travis Worra,DC ,GK,1,0,32,1,1,0,0.0,0/0,1,0,0,0,100.0,100.0,2015,reg
Alec Kann,ATL,GK,1,1,90,8,6,2,2.0,1/1,0,1,0,0,0.0,75.0,2015,reg
Ryan Meara,RBNY,GK,1,1,90,7,6,1,1.0,0/0,0,1,0,0,0.0,85.7,2015,reg
Andrew Weber,POR,GK,1,1,90,7,4,3,3.0,0/0,0,1,0,0,0.0,57.1,2015,reg
Kyle Reynish,NYR,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,reg
Kristian Nicht,MTL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,reg
Jake Gleeson,POR,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,reg
Brian Perk,LA ,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,reg
Paolo Tornaghi,VAN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,reg
Earl Edwards Jr.,DC,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,reg
Michael Lisch,HOU,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,reg
Santiago Castaño,NYR,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,reg
Brad Stuver,NYC,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,reg
Maxime Crepeau,VAN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,reg
Eirik Johansen,NYC,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,reg
Bryan Meredith,VAN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,reg
Matt Lampson,CLB,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,reg
Quillan Roberts,TOR,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,reg
Lalo Fernandez,RSL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,reg
Akira Fitzgerald,NYC,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,reg
Charlie Lyon,SEA,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,reg
Alex Bono,TOR,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,reg
Marco Carducci,VAN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,reg
John Berner,COL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,reg
Trevor Spangenberg,NE ,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,reg
Andrew Wolverton,LA ,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,reg
Tomas Gomez,SJ ,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,reg
David Bingham,LA,GK,34,34,3015,146,106,39,1.15,4/4,8,12,14,8,23.5,72.6,2016,reg
Joe Bendik,PHI,GK,34,34,3060,178,114,60,1.76,4/7,9,11,14,5,26.5,64.0,2016,reg
Luis Robles,MIA,GK,34,34,3060,143,100,44,1.29,3/4,16,9,9,11,47.1,69.9,2016,reg
Evan Bush,MTL,GK,33,33,2931,155,101,50,1.52,4/5,11,11,11,6,33.3,65.2,2016,reg
David Ousted,VAN,GK,33,33,2970,166,110,52,1.58,6/8,10,15,8,6,30.3,66.3,2016,reg
Josh Saunders,NYC,GK,33,33,2970,158,98,56,1.7,5/6,14,10,9,8,42.4,62.0,2016,reg
Stefan Frei,SEA,GK,33,33,2970,137,91,41,1.24,6/8,14,13,6,8,42.4,66.4,2016,reg
Steve Clark,POR,GK,32,32,2880,161,112,51,1.59,4/5,8,12,12,8,25.0,69.6,2016,reg
Andre Blake,PHI,GK,32,32,2880,150,99,50,1.56,0/1,10,13,9,6,31.3,66.0,2016,reg
Brian Rowe ,ORL,GK,31,30,2765,148,113,33,1.1,2/3,12,5,14,9,38.7,76.4,2016,reg
Nick Rimando,RSL,GK,30,30,2700,137,91,40,1.33,3/5,11,9,10,6,36.7,66.4,2016,reg
Jake Gleeson,POR,GK,28,27,2470,160,118,40,1.48,6/6,11,11,6,6,39.3,73.8,2016,reg
Chris Seitz,DC,GK,28,28,2520,95,63,29,1.04,3/4,14,5,9,10,50.0,66.3,2016,reg
Tim Melia,SKC,GK,27,27,2430,95,66,30,1.11,3/4,11,11,5,8,40.7,69.5,2016,reg
Joe Willis,NSH,GK,26,24,2275,129,89,39,1.63,5/6,5,12,9,5,19.2,69.0,2016,reg
Sean Johnson,NYC,GK,22,22,1980,106,68,37,1.68,1/1,6,10,6,5,27.3,64.2,2016,reg
Bobby Shuttleworth,CHI,GK,21,20,1814,89,50,38,1.9,4/6,4,9,8,5,19.0,56.2,2016,reg
Bill Hamid,DC,GK,20,20,1800,93,68,25,1.25,3/3,8,3,9,5,40.0,73.1,2016,reg
Clint Irwin,COL,GK,19,19,1690,76,50,23,1.21,2/2,6,6,6,6,31.6,65.8,2016,reg
Tim Howard,COL,GK,17,17,1530,73,54,19,1.12,4/7,6,3,8,7,35.3,74.0,2016,reg
Zac MacMath,RSL,GK,17,17,1530,57,39,13,0.76,0/1,9,3,5,6,52.9,68.4,2016,reg
Alex Bono,TOR,GK,16,15,1370,60,42,16,1.07,1/1,8,3,5,4,50.0,70.0,2016,reg
Brad Knighton,NE,GK,13,13,1153,49,31,16,1.23,3/3,6,5,1,2,46.2,63.3,2016,reg
Travis Worra,DC,GK,13,13,1170,52,34,18,1.38,0/0,3,6,4,4,23.1,65.4,2016,reg
Matt Lampson,CLB,GK,11,11,990,76,55,18,1.64,1/1,1,6,4,3,9.1,72.4,2016,reg
Tyler Deric,HOU,GK,10,10,772,37,31,6,0.6,0/0,2,2,4,4,20.0,83.8,2016,reg
Adam Kwarasey,POR,GK,7,7,590,31,19,13,1.86,1/1,1,3,2,0,14.3,61.3,2016,reg
Alec Kann,ATL,GK,7,7,630,28,17,11,1.57,0/0,2,2,3,2,28.6,60.7,2016,reg
Jesse Gonzalez,DAL,GK,6,6,540,22,12,11,1.83,0/0,3,3,0,2,50.0,54.5,2016,reg
Jeff Attinella,POR,GK,4,4,360,13,8,6,1.5,1/1,1,3,0,0,25.0,61.5,2016,reg
Dan Kennedy,LA,GK,3,2,115,7,4,3,1.5,0/0,0,0,1,0,0.0,57.1,2016,reg
Eric Kronberg,MTL,GK,2,1,128,5,2,3,3.0,1/1,0,0,1,0,0.0,40.0,2016,reg
Clement Diop,MTL,GK,2,2,180,15,11,3,1.5,1/1,0,1,1,0,0.0,73.3,2016,reg
Brad Stuver,NYC,GK,2,2,180,15,8,7,3.5,0/1,0,2,0,0,0.0,53.3,2016,reg
Andrew Tarbell,CLB,GK,1,0,45,2,1,1,1.0,1/1,0,0,0,0,0.0,50.0,2016,reg
Patrick McLain,CHI,GK,1,1,90,6,3,3,3.0,1/1,0,1,0,0,0.0,50.0,2016,reg
John McCarthy,MIA,GK,1,1,90,5,3,3,3.0,0/0,0,1,0,0,0.0,60.0,2016,reg
Matt Jones,PHI,GK,1,1,90,5,2,2,2.0,0/0,1,0,0,0,100.0,40.0,2016,reg
Tyler Miller,MIN,GK,1,1,90,4,2,2,2.0,0/0,0,1,0,0,0.0,50.0,2016,reg
